PLAY "Play"
ITEMS_MAGICLAMP_DESCRIPTION "Just an oil lamp"
ITEMS_MAGICLAMP_NAME "oil lamp"
ITEMS_MOONSHINE_APPLYVERB1 "drinks"
ITEMS_MOONSHINE_APPLYVERB "drink"
ITEMS_MOONSHINE_BLINDNAME "potion"
ITEMS_MOONSHINE_EFFECT "Increases morale, but makes minions drunk"
ITEMS_MOONSHINE_NAME "potion of moonshine"
    "potions of moonshine" : plural
ITEMS_MOONSHINE_SHORTNAME "moonshine"
ITEMS_PRAYERBOOKPROTECTION_APPLYVERB1 "reads"
ITEMS_PRAYERBOOKPROTECTION_APPLYVERB "read"
ITEMS_PRAYERBOOKPROTECTION_BLINDNAME "book"
ITEMS_PRAYERBOOKPROTECTION_DESCRIPTION "Contains prayers to be recited during Mass."
ITEMS_PRAYERBOOKPROTECTION_EFFECT "None"
ITEMS_PRAYERBOOKPROTECTION_NAME10 "liturgical book for armed help"
ITEMS_PRAYERBOOKPROTECTION_NAME11 "liturgical book for summoning workforce"
ITEMS_PRAYERBOOKPROTECTION_NAME12 "liturgical book for melee training potential"
ITEMS_PRAYERBOOKPROTECTION_NAME13 "liturgical book for divinity training potential"
ITEMS_PRAYERBOOKPROTECTION_NAME14 "liturgical book for a guardian angel"
ITEMS_PRAYERBOOKPROTECTION_NAME15 "liturgical book of the Evil God Adoxie"
ITEMS_PRAYERBOOKPROTECTION_NAME1 "liturgical book for strength"
ITEMS_PRAYERBOOKPROTECTION_NAME2 "liturgical book for protection from arrows"
ITEMS_PRAYERBOOKPROTECTION_NAME3 "liturgical book for digging"
ITEMS_PRAYERBOOKPROTECTION_NAME4 "liturgical book for fast training"
ITEMS_PRAYERBOOKPROTECTION_NAME5 "liturgical book for fast crafting"
ITEMS_PRAYERBOOKPROTECTION_NAME6 "liturgical book for protection from fire"
ITEMS_PRAYERBOOKPROTECTION_NAME7 "liturgical book for protection from poison"
ITEMS_PRAYERBOOKPROTECTION_NAME8 "liturgical book for regenerating wounds"
ITEMS_PRAYERBOOKPROTECTION_NAME9 "liturgical book for stronger armed help"
ITEMS_PRAYERBOOKPROTECTION_NAME "liturgical book for protection"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME10 "armed help"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME11 "workforce"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME12 "melee training"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME13 "divinity training"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME14 "guardian"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME15 "Adoxie"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME1 "strength"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME2 "protection from arrows"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME3 "digging"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME4 "fast training"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME5 "fast crafting"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME6 "protection from fire"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME7 "protection from poison"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME8 "regeneration"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME9 "stronger armed help"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME "protection"
ITEMS_PROPHETREMAINS_NAME "mummified remains of ancient prophet Ynnuf Yrewosbe"
ITEMS_PROPHETREMAINS_SHORTNAME "prophet Ynnuf Yrewosbe"
ITEMS_PROPHETSOUP_APPLYVERB1 "drinks"
ITEMS_PROPHETSOUP_APPLYVERB "drink"
ITEMS_PROPHETSOUP_BLINDNAME "soup"
ITEMS_PROPHETSOUP_EFFECT1 "Increases creature's combat experience"
ITEMS_PROPHETSOUP_EFFECT "Increases experience"
ITEMS_PROPHETSOUP_NAME "soup made of mummified prophet remains"
    "soups" : plural
ITEMS_PROPHETSOUP_SECONDPERSON "have very bad stomach cramps"
ITEMS_PROPHETSOUP_SHORTNAME "prophet soup"
ITEMS_PROPHETSOUP_THIRDPERSON "has very bad stomach cramps"
ITEMS_REDDRAGONSCALES_NAME "red dragon scales"
ITEMS_ROBE_NAME "robe"
ITEMS_ROCK_NAME "rock"
ITEMS_ROSARYRING_DESCRIPTION "Increases the owner's proficiency in reciting prayers."
ITEMS_ROSARYRING_NAME "rosary ring"
ITEMS_ROSARYRING_SHORTNAME "rosary"
ITEMS_SCEPTRE_NAME "sceptre"
ITEMS_SKELETON_NAME1 "frozen remains"
ITEMS_SKELETON_NAME "skeleton"
ITEMS_SPEAR_NAME "spear"
ITEMS_SWORD_NAME1 "adamantine sword"
ITEMS_SWORD_NAME "sword"
ITEMS_SWORD_SHORTNAME "adamantine"
ITEMS_TORCH_NAME "hand torch"
    "hand torches" : plural
ITEMS_UNICORNHORN_NAME "unicorn horn"
ITEMS_WARHAMMER_NAME1 "adamantine war hammer"
ITEMS_WARHAMMER_NAME "war hammer"
ITEMS_WHITEDRAGONSCALES_NAME "white dragon scales"
ITEMS_WIZARDCORPSE_NAME1 "gnome corpse"
ITEMS_WIZARDCORPSE_NAME "wizard corpse"
ITEMS_WOODENCROZIER_NAME "wooden crozier"
ITEMS_WOODENSHIELD_NAME "wooden shield"
ITEMS_WOODENSHIELD_SHORTNAME "wooden"
ITEMS_WOODENSTAFF_NAME1 "archwood staff"
ITEMS_WOODENSTAFF_NAME2 "elven staff"
ITEMS_WOODENSTAFF_NAME "wooden staff"
ITEMS_WOODPLANK_NAME "wood plank"
ITEMS_YELLOWDRAGONSCALES_NAME "yellow dragon scales"
ITEMS_ZOMBIEBRAIN_NAME "zombie brain"
ITEMS_ZOMBIESCROLL_APPLYVERB1 "reads"
ITEMS_ZOMBIESCROLL_APPLYVERB "read"
ITEMS_ZOMBIESCROLL_EFFECT "?"
ITEMS_ZOMBIESCROLL_NAME "rotten scroll"
KEEPER_CREATURES_BASENAME1 "Castle"
KEEPER_CREATURES_BASENAME2 "Corrupted church"
KEEPER_CREATURES_BASENAME3 "Undead"
KEEPER_CREATURES_BASENAME4 "Automatons"
KEEPER_CREATURES_BASENAME5 "Colony"
KEEPER_CREATURES_BASENAME6 "Greenskins"
KEEPER_CREATURES_BASENAME7 "Zombies"
KEEPER_CREATURES_BASENAME8 "Hermit"
KEEPER_CREATURES_BASENAME9 "Adventurer"
KEEPER_CREATURES_BASENAME "Classic"
PROMOTIONS_ID10 "Increases spell damage training by 1."
PROMOTIONS_ID11 "knighthood"
PROMOTIONS_ID12 "Promotes to a knight."
PROMOTIONS_ID1 "archer"
PROMOTIONS_ID2 "Increases max archery training level by 3, adds 14 ranged damage when applied for the first time."
PROMOTIONS_ID3 "spellcaster"
PROMOTIONS_ID4 "Increases max spell training level by 3, adds 14 spell damage when applied for the first time."
PROMOTIONS_ID5 "artisan"
PROMOTIONS_ID6 "Increases crafting attributes for all workshops by 8"
PROMOTIONS_ID7 "melee fighter"
PROMOTIONS_ID8 "Increases damage training by 1."
PROMOTIONS_ID9 "Increases ranged damage training by 1."
PROMOTIONS_ID "Increases max melee training level by 3."
PROMOTIONS "melee fighter"
RESOURCE_INFO_ADA_NAME "adamantium"
RESOURCE_INFO_ADOXIUM_NAME "adoxium"
RESOURCE_INFO_CORPSE_NAME "corpses"
RESOURCE_INFO_DEMON_PIETY_NAME "rituals"
RESOURCE_INFO_INFERNITE_NAME "infernite"
RESOURCE_INFO_IRON_NAME "iron"
RESOURCE_INFO_PRISONER_HEAD_NAME "prisoner heads"
RESOURCE_INFO_STONE_NAME "granite"
RESOURCE_INFO_WOOD_NAME "wood"
RESOURCE_INFO_GOLD_NAME "gold"
SPELLS_ACID_STREAM_EFFECT "acid stream"
SPELLS_ACID_STREAM_MESSAGE1 "spits acid!"
SPELLS_ACID_STREAM_MESSAGE "spit acid!"
SPELLS_ADOXIE_LEFT_FOOT_EFFECT "adoxie left foot"
SPELLS_ADOXIE_LEFT_HAND_EFFECT "adoxie left hand"
SPELLS_ADOXIE_RIGHT_FOOT_EFFECT "adoxie right foot"
SPELLS_ADOXIE_RIGHT_HAND_EFFECT "adoxie right hand"
SPELLS_ADVANCED_ANIMATE_CORPSES_EFFECT "advanced animate corpses"
SPELLS_ADVANCED_CHICKENMORPH_EFFECT1 "Turn yourself or someone into a chicken temporarily!"
SPELLS_ADVANCED_CHICKENMORPH_EFFECT "advanced chickenmorph"
SPELLS_ADVANCED_CHICKENMORPH_MESSAGE1 "clucks"
SPELLS_ADVANCED_CHICKENMORPH_MESSAGE "cluck"
SPELLS_ADVANCED_CURE_POISON_EFFECT "advanced cure poison"
SPELLS_ADVANCED_DAMAGE_BONUS_EFFECT "advanced damage bonus"
SPELLS_ADVANCED_DEFENSE_BONUS_EFFECT "advanced defense bonus"
SPELLS_ADVANCED_EARTH_ELEMENTAL_EFFECT "advanced earth elemental"
SPELLS_ADVANCED_FIRE_ELEMENTAL_EFFECT "advanced fire elemental"
SPELLS_ADVANCED_HASTE_EFFECT "advanced haste"
SPELLS_ADVANCED_HEALING_EFFECT1 "devout healing prayer"
SPELLS_ADVANCED_HEALING_EFFECT "advanced healing"
SPELLS_ADVANCED_HEALING_MESSAGE1 "recites a devout healing prayer"
SPELLS_ADVANCED_HEALING_MESSAGE "recite a devout healing prayer"
SPELLS_ADVANCED_HEAL_SPIRIT_EFFECT "advanced heal spirit"
SPELLS_ADVANCED_INVISIBILITY_EFFECT "advanced invisibility"
SPELLS_ADVANCED_MAGIC_MISSILE_EFFECT1 "advanced holy missile"
SPELLS_ADVANCED_MAGIC_MISSILE_EFFECT "advanced magic missile"
SPELLS_ADVANCED_TELEPORT_EFFECT "advanced teleport"
SPELLS_ANIMATE_CORPSES_EFFECT "animate corpses"
SPELLS_ANIMATE_WEAPONS_EFFECT "animate weapons"
SPELLS_AUTOMATON_INVISIBILITY_EFFECT "invisibility"
SPELLS_BALROGS_WHIP_EFFECT1 "Causes magical and fire damage"
SPELLS_BALROGS_WHIP_EFFECT "fiery whip"
SPELLS_BALROGS_WHIP_MESSAGE1 "lashes his whip!"
SPELLS_BALROGS_WHIP_MESSAGE "lash your whip!"
SPELLS_BANSHEE_SCREAM_MESSAGE1 "lets out an ear-piercing scream!"
SPELLS_BANSHEE_SCREAM_MESSAGE "let out an ear-piercing scream!"
SPELLS_BERSERKER_EFFECT1 "Change into a bear!"
SPELLS_BERSERKER_EFFECT "berskerker"
SPELLS_BISHOP_AUDIENCE_EFFECT1 "Bishop summons his congregation"
SPELLS_BISHOP_AUDIENCE_EFFECT "Summon congregation"
SPELLS_BLACK_DRAGON_BLINDNESS_EFFECT "black dragon blindness"
SPELLS_BLACK_SMOKE_BREATH_EFFECT "black smoke"
SPELLS_BLACK_SMOKE_BREATH_MESSAGE1 "breathes black smoke!"
SPELLS_BLACK_SMOKE_BREATH_MESSAGE "breathe black smoke!"
SPELLS_BLINDNESS_EFFECT "blindness"
SPELLS_BLINK_EFFECT "blink"
SPELLS_BOLSTER_EFFECT "bolster"
SPELLS_CHICKEN_EFFECT1 "Turn an enemy into a chicken!"
SPELLS_CHICKEN_EFFECT "chicken"
SPELLS_CHICKENGEDDON_EFFECT1 "Turn everyone in the vicinity into a chicken temporarily!"
SPELLS_CHICKENGEDDON_EFFECT "chickengeddon"
SPELLS_CHICKENGEDDON_MESSAGE1 "clucks"
SPELLS_CHICKENGEDDON_MESSAGE "cluck"
SPELLS_CHICKEN_MESSAGE1 "plays a trick!"
SPELLS_CHICKEN_MESSAGE "play a trick!"
SPELLS_CHICKENMORPH_EFFECT1 "Turn yourself or someone into a chicken temporarily!"
SPELLS_CHICKENMORPH_EFFECT "chickenmorph"
SPELLS_CHICKENMORPH_MESSAGE1 "clucks"
SPELLS_CHICKENMORPH_MESSAGE "cluck"
SPELLS_CIRCULAR_BLAST_MESSAGE1 "creates an air blast!"
SPELLS_CIRCULAR_BLAST_MESSAGE "create an air blast!"
SPELLS_CURE_BLINDNESS_EFFECT "cure blindness"
SPELLS_CURE_POISON_EFFECT "cure poison"
SPELLS_DAMAGE_BONUS_EFFECT1 "strength prayer"
SPELLS_DAMAGE_BONUS_EFFECT "damage bonus"
SPELLS_DAMAGE_BONUS_MESSAGE1 "recites a strength prayer"
SPELLS_DAMAGE_BONUS_MESSAGE "recite a strength prayer"
SPELLS_DEFENSE_BONUS_EFFECT1 "protection prayer"
SPELLS_DEFENSE_BONUS_EFFECT "defense bonus"
SPELLS_DEFENSE_BONUS_MESSAGE1 "recites a protection prayer"
SPELLS_DEFENSE_BONUS_MESSAGE "recite a protection prayer"
SPELLS_DIG_EFFECT "dig"
SPELLS_DRAGON_GREETING_EFFECT1 "Special greeting for invisible visitors"
SPELLS_DRAGON_GREETING_EFFECT "invisible visitor greeting"
SPELLS_EARTH_ELEMENTAL_EFFECT "earth elemental"
SPELLS_ENNOBLEMENT_ID "vampire lord"
SPELLS_EXPERT_HEALING_EFFECT "expert healing"
SPELLS_EXPERT_MAGIC_MISSILE_EFFECT1 "expert holy missile"
SPELLS_EXPERT_MAGIC_MISSILE_EFFECT "expert magic missile"
SPELLS_FIREBALL_EFFECT "fireball"
SPELLS_FIRE_BREATH_EFFECT "fire breath"
SPELLS_FIRE_BREATH_MESSAGE1 "breathes fire!"
SPELLS_FIRE_BREATH_MESSAGE "breathe fire!"
SPELLS_FIRE_ELEMENTAL_EFFECT "fire elemental"
SPELLS_FIRE_TRAP_EFFECT "fire trap"
SPELLS_FIREWALL_EFFECT "firewall"
SPELLS_FOG_CLOUD_EFFECT1 "Creates a fog cloud."
SPELLS_FOG_CLOUD_EFFECT "fog"
SPELLS_GHOUL_CORPSE_FEAST_EFFECT1 "Increases spell damage and defense by 1 for 200 turns after feasting on a corpse."
SPELLS_GHOUL_CORPSE_FEAST_EFFECT "feast on a corpse"
SPELLS_GHOUL_CORPSE_FEAST_MESSAGE1 "starts feasting on corpses"
SPELLS_GHOUL_CORPSE_FEAST_MESSAGE "start feasting on corpses"
SPELLS_GRANT_WISH_EFFECT "grant wish"
SPELLS_GROUP_HEALING_EFFECT "group healing"
SPELLS_HEALING_EFFECT "healing prayer"
SPELLS_HEALING_MESSAGE1 "recites a healing prayer"
SPELLS_HEALING_MESSAGE "recite a healing prayer"
SPELLS_HEAL_SPIRIT_EFFECT "heal spirit"
SPELLS_HEAL_SPIRIT_GROUP_EFFECT "heal spirit group"
SPELLS_ICE_CONE_EFFECT "ice cone"
SPELLS_JUMP_MESSAGE1 "jumps"
SPELLS_JUMP_MESSAGE "jump"
SPELLS_KINGS_CHARGE_EFFECT1 "All allies within the radius of 10 receive a +15 damage buff. Can only be used by a tribe leader."
SPELLS_KINGS_CHARGE_EFFECT "king's charge"
SPELLS_KINGS_CHARGE_SECONDPERSON "are not worthy!"
SPELLS_KINGS_CHARGE_THIRDPERSON "is not worthy!"
SPELLS_LEYAK_ACID_EFFECT "acid spit"
SPELLS_LEYAK_ACID_MESSAGE1 "spits acid!"
SPELLS_LEYAK_ACID_MESSAGE "spit acid!"
SPELLS_MAGIC_MISSILE_EFFECT1 "holy missile"
SPELLS_MAGIC_MISSILE_EFFECT "magic missile"
SPELLS_MASS_DAMAGE_BONUS_EFFECT "mass damage bonus"
SPELLS_MASS_DEFENSE_BONUS_EFFECT "mass defense bonus"
SPELLS_METEOR_SHOWER_EFFECT "meteor shower"
SPELLS_OIL_BREATH_EFFECT "oil breath"
SPELLS_OIL_BREATH_MESSAGE1 "spits oil!"
SPELLS_OIL_BREATH_MESSAGE "spit oil!"
SPELLS_PACIFY_EFFECT "pacify"
SPELLS_POISON_BREATH_EFFECT "poison breath"
SPELLS_POISON_BREATH_MESSAGE1 "breathes poison!"
SPELLS_POISON_BREATH_MESSAGE "breathe poison!"
SPELLS_RALLY_EFFECT "rally"
SPELLS_REPAIR_AUTOMATON_EFFECT1 "Repairs broken automaton parts"
SPELLS_REPAIR_AUTOMATON_EFFECT "repair automaton"
SPELLS_REPAIR_AUTOMATON_MESSAGE1 "repairs the automaton"
SPELLS_REPAIR_AUTOMATON_MESSAGE "repair the automaton"
SPELLS_SHAPESHIFT_EFFECT1 "Change into a random monster"
SPELLS_SHAPESHIFT_EFFECT2 "shapeshifter"
SPELLS_SHAPESHIFT_EFFECT "shapeshift"
SPELLS_SHOOT_ARROW_EFFECT "shoot arrow"
SPELLS_SHOOT_ARROW_MESSAGE1 "shoots an arrow"
SPELLS_SHOOT_ARROW_MESSAGE "shoot an arrow"
SPELLS_SHOOT_ARROW_SECONDPERSON1 "are spared by the arrow"
SPELLS_SHOOT_ARROW_SECONDPERSON "are hit by the arrow"
SPELLS_SHOOT_ARROW_THIRDPERSON1 "is spared by the arrow"
SPELLS_SHOOT_ARROW_THIRDPERSON "is hit by the arrow"
SPELLS_SHOOT_BOLT_EFFECT "shoot bolt"
SPELLS_SHOOT_BOLT_MESSAGE1 "shoots a bolt"
SPELLS_SHOOT_BOLT_MESSAGE "shoot a bolt"
SPELLS_SHOOT_BOLT_SECONDPERSON1 "are spared by the bolt"
SPELLS_SHOOT_BOLT_SECONDPERSON "are hit by the bolt"
SPELLS_SHOOT_BOLT_THIRDPERSON1 "is spared by the bolt"
SPELLS_SHOOT_BOLT_THIRDPERSON "is hit by the bolt"
SPELLS_SHOVE_MESSAGE1 "uses an ability"
SPELLS_SHOVE_MESSAGE "use an ability"
SPELLS_SUMMON_CHICKEN_MESSAGE1 "clucks"
SPELLS_SUMMON_CHICKEN_MESSAGE "cluck"
SPELLS_SUMMON_MORE_CHICKENS_EFFECT "summon more chickens"
SPELLS_SUMMON_MORE_CHICKENS_MESSAGE1 "clucks"
SPELLS_SUMMON_MORE_CHICKENS_MESSAGE "cluck"
SPELLS_SWAP_POSITIONS_MESSAGE1 "uses an ability"
SPELLS_SWAP_POSITIONS_MESSAGE "use an ability"
SPELLS_VETALA_ANIMATE_CORPSES_EFFECT "animate corpses"
SPELLS_WARHORSE_HASTE_EFFECT "gallop"
SPELLS_WARHORSE_HASTE_MESSAGE1 "gallops"
SPELLS_WARHORSE_HASTE_MESSAGE "gallop"
TEXT "—"
TEXT10 "Tutorial"
TEXT11 "Mods"
TEXT12 "The following assigned items conflict with the chosen item. Remove them from equipment?"
TEXT13 "Confirm"
TEXT14 "Enter key for:"
TEXT15 "When navigating various menus, use:"
TEXT16 "1. The D-pad to move the focus in a chosen direction."
TEXT17 "2. The [A] button to confirm the current selection."
TEXT18 "3. The [B] button to go back or close the current dialog."
TEXT19 "4. The right joystick to scroll pages that don't fit the screen."
TEXT1 "Write something"
TEXT20 "Using steeds"
TEXT21 "Travelling"
TEXT22 "When playing in the real-time mode, use:"
TEXT23 "1. The right touchpad to move the mouse cursor."
TEXT24 "2. The right trigger to place items on the map."
TEXT25 "3. The left touchpad to access various submenus, such as buildings or technology."
TEXT26 "4. [Y] to pause or unpause the game."
TEXT27 "5. [B] to open the Z-levels list."
TEXT28 "6. ["
TEXT29 "☰"
TEXT2 "Cancel"
TEXT30 "] to access the menu."
TEXT31 "7. ["
TEXT32 "◻"
TEXT33 "▗"
TEXT34 "] to open the world map."
TEXT35 "For an exhaustive list of controls or to apply changes, see controller settings after pressing the [Steam] button."
TEXT36 "When playing in the turn-based mode, use:"
TEXT37 "1. The left joystick to choose walking direction, and [A] to move by one tile."
TEXT38 "2. The left touchpad to access various submenus and commands, such as skip turn, inventory, etc."
TEXT39 "3. The right joystick to pan the map."
TEXT3 "Buildings and Z-levels"
TEXT40 "4. [L1] and [R1] to travel up and down Z-levels."
TEXT41 "Damage calculation"
TEXT42 "Using guard zones"
TEXT43 "Start new game"
TEXT44 "Create new mod"
TEXT45 "Show in Steam Workshop"
TEXT46 "0.1x"
TEXT47 "10x"
TEXT48 "["
TEXT49 "-"
TEXT4 "In a final, desperate attack, they unite and seek to rid these lands of you forever."
TEXT50 "]"
TEXT51 "<"
TEXT52 ">"
TEXT53 "Capturing prisoners"
TEXT54 "General"
TEXT55 "Keybindings"
TEXT56 "Restore defaults"
TEXT5 "Choose base type:"
TEXT6 "Choose your Keeper character:"
TEXT7 "First name: "
TEXT8 "Settlement name: "
TEXT9 "🔄"
TILE_GAS_TYPES_BLACK_MASS_SMOKE_SECONDPERSON "You scream in terror."
TILE_GAS_TYPES_BLACK_MASS_SMOKE_THIRDPERSON "{1} screams in terror."
TILE_GAS_TYPES_POISON_GAS_SECONDPERSON "You are poisoned by the gas."
TILE_GAS_TYPES_POISON_GAS_THIRDPERSON "{1} is poisoned by the gas."
WORKSHOP_INFO_FORGE_NAME "forge"
WORKSHOP_INFO_JEWELER_NAME "jeweler"
WORKSHOP_INFO_LABORATORY_NAME1 "enchanted laboratory"
WORKSHOP_INFO_LABORATORY_NAME "laboratory"
WORKSHOP_INFO_MORGUE_NAME "morgue"
WORKSHOP_INFO_SCRIPTORIUM_NAME "scriptorium"
WORKSHOP_INFO_WORKSHOP_NAME "workshop"
WORKSHOPS_MENU_ID1 "horns"
WORKSHOPS_MENU_TYPE10 "Permanently polymorphs a Keeper into a random creature"
WORKSHOPS_MENU_TYPE11 "more fire"
WORKSHOPS_MENU_TYPE12 "lesser damage bonus"
WORKSHOPS_MENU_TYPE13 "lesser defense bonus"
WORKSHOPS_MENU_TYPE14 "lesser ranged damage bonus"
WORKSHOPS_MENU_TYPE15 "lesser spell damage bonus"
WORKSHOPS_MENU_TYPE16 "Limited life, damage boost"
WORKSHOPS_MENU_TYPE17 "Life limited to 2000 turns, +10 damage."
WORKSHOPS_MENU_TYPE18 "Limited life, defense boost"
WORKSHOPS_MENU_TYPE19 "Life limited to 2000 turns, +10 defense."
WORKSHOPS_MENU_TYPE1 "iron arms"
WORKSHOPS_MENU_TYPE20 "Limited life, ranged damage boost"
WORKSHOPS_MENU_TYPE21 "Life limited to 2000 turns, +10 ranged damage."
WORKSHOPS_MENU_TYPE22 "Limited life, spell damage boost"
WORKSHOPS_MENU_TYPE23 "Life limited to 2000 turns, +10 spell damage."
WORKSHOPS_MENU_TYPE24 "greater damage bonus"
WORKSHOPS_MENU_TYPE25 "greater defense bonus"
WORKSHOPS_MENU_TYPE26 "greater ranged damage bonus"
WORKSHOPS_MENU_TYPE27 "greater spell damage bonus"
WORKSHOPS_MENU_TYPE2 "thick skin"
WORKSHOPS_MENU_TYPE3 "stable hand"
WORKSHOPS_MENU_TYPE4 "piercing voice"
WORKSHOPS_MENU_TYPE5 "venomous fangs"
WORKSHOPS_MENU_TYPE6 "Makes the victim grow a pair of venomous fangs"
WORKSHOPS_MENU_TYPE7 "horns"
WORKSHOPS_MENU_TYPE8 "Makes the victim grow a pair of horns"
WORKSHOPS_MENU_TYPE9 "keeper polymorph"
WORKSHOPS_MENU_TYPE "mass insanity"
PROTECTION_FROM "protection from {1}"
PROTECTED_FROM "protected from {1}"
NO_LONGER_PROTECTED_FROM "no longer protected from {1}"
YOU_ACQUIRE_THE_SKILL_OF "You acquire the skill of {1}."
ACQUIRES_THE_SKILL_OF "{1} acquires the skill of {2}."
YOU_LOSE_THE_SKILL_OF "You lose the skill of {1}."
LOSES_THE_SKILL_OF "{1} loses the skill of {2}."
HATE_OF "hate of {1}"
HATES_ALL "hates all {1}."
HATE_DEBUFF_DESCRIPTION "Makes the target hostile towards all {1}."
FULL_OF_HATRED "full of hatred"
HATRED_IS_GONE "hatred is gone"
RESISTANCE_BUFF_NAME "{1} resistance"
RESISTANT_TO "resistant to {1}"
NO_LONGER_RESISTANT_TO "no longer resistant to {1}"
RESISTANCE_BUFF_DESCRIPTION "Creature's defense against {1} attacks is increased by 30%."
VULNERABILITY_BUFF_NAME "{1} vulnerability"
VULNERABLE_TO "vulnerable to {1}"
NO_LONGER_VULNERABLE_TO "no longer vulnerable to {1}"
VULNERABILITY_BUFF_DESCRIPTION "Creature's defense against {1} attacks is reduced by 23%."
IMMUNITY_BUFF_NAME "{1} immunity"
IMMUNE_TO "immune to {1}"
NO_LONGER_IMMUNE_TO "no longer immune to {1}"
IMMUNITY_BUFF_DESCRIPTION "Creature is immune to {1} attacks."
BUFFS_ACID_IMMUNITY_NAME "acid"
BUFFS_ACID_RESISTANT_NAME "acid"
BUFFS_ACID_VULNERABILITY_NAME "acid"
BUFFS_AMBUSH_SKILL_ADJECTIVE "Ambusher"
BUFFS_AMBUSH_SKILL_DESCRIPTION "Can hide and ambush unsuspecting enemies. Press 'h' to hide on a tile that allows it."
BUFFS_AMBUSH_SKILL_NAME "ambushing"
BUFFS_BRIDGE_BUILDING_SKILL_ADJECTIVE "Builds bridges"
BUFFS_BRIDGE_BUILDING_SKILL_DESCRIPTION "Creature will try to build bridges when travelling somewhere."
BUFFS_BRIDGE_BUILDING_SKILL_NAME "bridge building"
BUFFS_COLD_IMMUNITY_NAME "cold"
BUFFS_COLD_RESISTANT_NAME "cold"
BUFFS_COLD_VULNERABILITY_NAME "cold"
BUFFS_CONFESSING_SKILL_ADJECTIVE "Confessor"
BUFFS_CONFESSING_SKILL_DESCRIPTION "Can hear confession."
BUFFS_CONFESSING_SKILL_NAME "hearing confession"
BUFFS_CONSUMPTION_SKILL_ADJECTIVE "Absorbs"
BUFFS_CONSUMPTION_SKILL_DESCRIPTION "Can absorb other creatures and retain their attributes."
BUFFS_CONSUMPTION_SKILL_NAME "absorption"
BUFFS_COPULATION_SKILL_ADJECTIVE "Copulates"
BUFFS_COPULATION_SKILL_DESCRIPTION "Can copulate with other creatures and give birth to hideous spawns."
BUFFS_COPULATION_SKILL_NAME "copulation"
BUFFS_CROPS_SKILL_ADJECTIVE "Farmer"
BUFFS_CROPS_SKILL_DESCRIPTION "Can farm crops."
BUFFS_CROPS_SKILL_NAME "farming"
BUFFS_DAM_BONUS_ADJECTIVE "dangerous"
BUFFS_DEF_BONUS_ADJECTIVE "protected"
BUFFS_DEMON_RESISTANCE_NAME "demons"
BUFFS_DISARM_TRAPS_SKILL_ADJECTIVE "Disarms traps"
BUFFS_DISARM_TRAPS_SKILL_DESCRIPTION "Can evade traps and disarm them."
BUFFS_DISARM_TRAPS_SKILL_NAME "trap disarming"
BUFFS_DISTILLATION_SKILL_ADJECTIVE "Distiller"
BUFFS_DISTILLATION_SKILL_DESCRIPTION "Can distill alcohol."
BUFFS_DISTILLATION_SKILL_NAME "distillation"
BUFFS_DIVINE_DIGGING_ADJECTIVE "divine digger"
BUFFS_DIVINE_DIGGING_NAME "divine digging"
BUFFS_DIVINE_PROTECTION_ADJECTIVE "protected"
BUFFS_DIVINE_PROTECTION_NAME "divine protection"
BUFFS_DIVINE_STRENGTH_ADJECTIVE "strong"
BUFFS_DIVINE_STRENGTH_NAME "divine strength"
BUFFS_DRAGON_RESISTANCE_NAME "dragons"
BUFFS_ELF_RESISTANCE_NAME "elves"
BUFFS_EXPLORE_CAVES_SKILL_ADJECTIVE "Explores caves"
BUFFS_EXPLORE_CAVES_SKILL_DESCRIPTION "Can explore caves."
BUFFS_EXPLORE_CAVES_SKILL_NAME "exploring caves"
BUFFS_EXPLORE_NOCTURNAL_SKILL_ADJECTIVE "Explores at night"
BUFFS_EXPLORE_NOCTURNAL_SKILL_DESCRIPTION "Can explore surroundings at night."
BUFFS_EXPLORE_NOCTURNAL_SKILL_NAME "exploring at night"
BUFFS_EXPLORE_SKILL_ADJECTIVE "Explores"
BUFFS_EXPLORE_SKILL_DESCRIPTION "Can explore surroundings."
BUFFS_EXPLORE_SKILL_NAME "exploring"
BUFFS_FIRE_IMMUNITY_NAME "fire"
BUFFS_FIRE_RESISTANT_NAME "fire"
BUFFS_FIRE_VULNERABILITY_NAME "fire"
BUFFS_GREENSKIN_RESISTANCE_NAME "greenskins"
BUFFS_HATE_DEMONS_NAME "demons"
BUFFS_HATE_DRAGONS_NAME "dragons"
BUFFS_HATE_DWARVES_NAME "dwarves"
